key,trades,profit_mean,profit_mean_pct,profit_total_abs,profit_total,profit_total_pct,duration_avg,wins,draws,losses,winrate,cagr,expectancy,expectancy_ratio,sortino,sharpe,calmar,sqn,profit_factor,max_drawdown_account,max_drawdown_abs,period
ADA/USDT:USDT,181,0.0009006804514947712,0.09,-148.89581192,-1.4889581192,-148.9,1:49:00,120,0,61,0.6629834254143646,0.0,-0.8226287951381215,-0.047584418470563494,-0.5948503709960197,-0.7339836087059767,-10.40018019868102,-0.5211,0.8588068894561968,1.494641238287031,341.94450371000005,2022-07-01 00:00:00 to 2022-12-31 00:00:00
NEAR/USDT:USDT,146,0.01895637241946164,1.9,1834.1660129500003,18.341660129500003,1834.17,1:10:00,113,0,33,0.773972602739726,405.1845804088846,12.562780910616436,0.2863190817218475,3.8854056302252187,3.778444974453337,176.75814004653859,2.9361,2.266745028223931,1.1013697544830265,684.17874489,2023-01-01 00:00:00 to 2023-06-30 00:00:00
LTC/USDT:USDT,162,0.015442220692871185,1.54,1726.1863276899999,17.261863276899998,1726.19,1:19:00,117,0,45,0.7222222222222222,360.5206365708234,10.655471158580248,0.3401154899151686,4.227368178557444,3.958525085353137,1033.950546011846,2.9212,2.224415763694607,0.17719923093885767,239.52229947000012,2023-01-01 00:00:00 to 2023-06-30 00:00:00
XRP/USDT:USDT,197,0.007465780195269196,0.75,1595.1004207100004,15.951004207100004,1595.1,1:45:00,137,0,60,0.6954314720812182,309.83876935819774,8.096956450304567,0.3041351701458721,4.623623174402849,4.427365118534645,1061.8844898124692,2.9644,1.9985771419789473,0.1594353719507996,321.5207457599997,2023-01-01 00:00:00 to 2023-06-30 00:00:00
SOL/USDT:USDT,196,0.012959018358620567,1.3,1149.19411913,11.4919411913,1149.19,1:06:00,137,0,59,0.6989795918367347,166.3870303698218,5.863235301683675,0.13635156663751102,2.4916931357754972,2.3822707202015105,200.6911790571023,1.5991,1.452964526456816,0.6077696898807585,459.5544072299999,2023-01-01 00:00:00 to 2023-06-30 00:00:00
ETC/USDT:USDT,144,0.015248994144119642,1.52,822.3931940699999,8.2239319407,822.39,1:35:00,100,0,44,0.6944444444444444,89.49725461993623,5.711063847708335,0.13773615246183035,1.4897945098618472,1.5021684367651014,151.628549314856,1.1753,1.4507728626023546,0.5756684851320606,402.16841392,2023-01-01 00:00:00 to 2023-06-30 00:00:00
FIL/USDT:USDT,144,0.013983190486617829,1.4,700.21741621,7.0021741621,700.22,1:16:00,110,0,34,0.7638888888888888,66.84301024632569,4.8626209459027745,0.0794530607103201,0.7732872736852767,1.108098528143444,157.25509901000393,0.867,1.3365070806554737,0.47260912143030764,717.0963044599998,2023-01-01 00:00:00 to 2023-06-30 00:00:00
DOGE/USDT:USDT,156,0.010650711695320541,1.07,511.1696758599999,5.111696758599999,511.17,1:32:00,108,0,48,0.6923076923076923,38.279090527065414,3.276728691410252,0.08794913229473988,1.1891497941738518,1.1936855329790952,84.12615176864051,0.8975,1.2858346799579046,0.6449231791667321,417.3766115,2023-01-01 00:00:00 to 2023-06-30 00:00:00
ATOM/USDT:USDT,131,0.006411469383247375,0.64,420.9865509400001,4.209865509400001,420.99,1:11:00,91,0,40,0.6946564885496184,27.416126154813178,3.2136377934351152,0.11108936128594915,1.2373840009112378,1.244805719199879,48.6694511089984,1.0208,1.3638176582114832,0.9180909378679311,308.06142147,2023-01-01 00:00:00 to 2023-06-30 00:00:00
LINK/USDT:USDT,170,0.009520417156769713,0.95,420.82069448999994,4.2082069449,420.82,1:25:00,116,0,54,0.6823529411764706,27.3977852807053,2.4754158499411805,0.06711084922312072,0.8628436237515437,0.9903412679125639,54.18193958900751,0.7135,1.2112748957024169,0.8243591602364692,615.97021666,2023-01-01 00:00:00 to 2023-06-30 00:00:00
DOT/USDT:USDT,171,0.0081886483329154,0.82,407.08195607999994,4.0708195607999995,407.08,1:36:00,121,0,50,0.7076023391812866,25.89935201356638,2.380596234385962,0.06489715429093312,0.8163119808635034,0.9591150872631662,89.50066619639159,0.689,1.2219482676749915,0.4827580360428129,303.8061958,2023-01-01 00:00:00 to 2023-06-30 00:00:00
ADA/USDT:USDT,188,0.009413037398798878,0.94,210.54111575999997,2.1054111576,210.54,1:46:00,133,0,55,0.7074468085106383,8.951950183310029,1.1198995519149015,0.02372957469033299,0.31138225826725036,0.3993757153194691,25.5502942232362,0.2737,1.0811120007596835,0.874611013084198,643.9856450999999,2023-01-01 00:00:00 to 2023-06-30 00:00:00
AVAX/USDT:USDT,176,0.010960505503991403,1.1,207.11682935999994,2.0711682935999995,207.12,1:22:00,123,0,53,0.6988636363636364,8.73068564328378,1.1768001668181842,0.024107649314940582,0.3052953506353618,0.38599988502968424,23.609887314254518,0.2734,1.080055590177916,0.9310980175030629,852.2072190900001,2023-01-01 00:00:00 to 2023-06-30 00:00:00
BTC/USDT:USDT,159,0.004745637635330964,0.47,203.02301518999997,2.0302301518999997,203.02,2:01:00,99,0,60,0.6226415094339622,8.469467398268261,1.2768743093710686,0.053230679150362725,0.6478406114220829,0.6027650512283856,22.745751778890735,0.449,1.141061299748461,0.9473684230807612,376.8874756499999,2023-01-01 00:00:00 to 2023-06-30 00:00:00
ETH/USDT:USDT,194,0.005194151881897778,0.52,160.60757224,1.6060757224,160.61,2:06:00,127,0,67,0.654639175257732,5.974759807229445,0.8278740837113396,0.03245547331504217,0.6591262888918632,0.5938032259726571,14.23257225350963,0.4006,1.0939755495987786,1.19772343506596,394.3602831799999,2023-01-01 00:00:00 to 2023-06-30 00:00:00
BNB/USDT:USDT,176,0.0017671703293373508,0.18,-304.90365278,-3.0490365278000002,-304.9,2:10:00,103,0,73,0.5852272727272727,0.0,-1.7324071180681813,-0.05650030258728156,-0.6040937228949826,-0.6561065503011692,-25.339034227079896,-0.4646,0.8637800923923076,1.277163493854042,944.1916806900001,2023-01-01 00:00:00 to 2023-06-30 00:00:00
